nulo,Ciudad de Mexico,Monterrey,Guadalajara,Cancun,Aculco,Ajijic,Alamos,Amealco de Bonfil,Aquismon,Arteaga,Atlixco,Bacalar,Batopilas,Bernal,Bustamante,Cadereyta de Montes,Calvillo,Candela,Capulalpam de Mendez,Casas Grandes,Chiapa de Corzo,Chignahuapan,Cholula,Coatepec,Comala,Comitan,Comonfort,Compostela de Indias,Cosala,Coscomatepec,Creel,Cuatro Cienegas,Cuetzalan del Progreso,Cuitzeo del Porvenir,Dolores Hidalgo,El Oro,El Rosario,El Fuerte,Guadalupe,Guerrero,Huamantla,Huasca de Ocampo,Huauchinango,Huautla de Jimenez,Huichapan,Isla Aguada,Isla Mujeres,Ixtapan de la Sal,Izamal,Jala,Jalpa de Canovas,Jalpan de Serra,Jerez de Garcia Salinas,Jiquilpan de Juarez,Lagos de Moreno,Linares,Loreto,Magdalena de Kino,Malinalco,Mani,Mapimi,Mascota,Mazamitla,Mazunte,Melchor Muzquiz,Metepec,Mexcaltitan,Mier,Mineral de Angangueo,Mineral de Pozos,Mineral del Chico,Mocorito,Nombre de Dios,Nochistlan de Mejia,Orizaba,Pahuatlan,Palenque,Palizada,Papantla,Paracho de Verduzco,Parras de la Fuente,Patzcuaro,Pinos,Real de Asientos,Real de Catorce,Real de Monte,Salvatierra,San Cristobal de las Casas,San Joaquin,San Jose de Gracia,San Juan Teotihuacan,San Pablo Villa de Mitla,San Pedro Tlaquepaque,San Pedro y San Pablo Teposcolula,San Sebastian del Oeste,Santa Catarina Juquila,Santa Clara del Cobre,Santa Maria del Rio,Santiago,Sayulita,Sisal,Sombrerete,Tacambaro,Talpa de Allende,Tapalpa,Tapijulapa,Taxco de Alarcon,Tecate,Tecozautla,Tepotzotlan,Tepoztlan,Tequila,Tequisquiapan,Tetela de Ocampo,Teul de Gonzalez Ortega,Tlatlauquitepec,Tlayacapan,Tlalpujahua de Rayon,Tlaxco,Todos Santos,Tonatico,Tula,Tulum,Tzintzuntzan,Valladolid,Valle de Bravo,Viesca,Villa del Carbon,Xico,Xicotepec,Xilitla,Yuriria,Zacatlan de las Manzanas,Zempoala,Zimapan,Zozocolco de Hidalgo
El Fuerte,1247.2591063850082,852.2530145848402,849.5594702481893,2289.0517709626633,1138.4927613970892,872.8194618404349,75.90088617666825,1107.754089030474,1110.3526939564401,783.6401870964746,1336.1785437433307,2244.0681109642,110.10703737535835,1085.7899115362914,806.8978303539106,1099.0388458691407,784.7055343276149,791.4129653360433,1611.6857712719163,444.72255441094586,1938.5639907658494,1305.4193074606485,1334.9458662532854,1421.5759426822933,932.0429104231641,2044.4989771142984,1020.3704849523614,688.4748092995511,295.19208987345075,1438.9607807306043,177.1049128578889,653.548761920559,1337.393131257378,1047.1706258207896,975.5952539986714,1136.847948238238,471.41714132484094,0,739.0014989832354,839.986448041926,1349.5094980269323,1235.5438600925986,1281.842054329918,1520.386434725873,1134.4581725548962,1948.8357320857372,2295.983438850703,1244.352266311224,2084.130991616499,727.8871072917732,913.7944209478786,1094.396884829951,706.4837194753526,933.944873121057,881.9896366467473,923.0912693309889,276.0498393033226,521.2462086514522,1249.8632541776024,2070.3838701880404,480.3066132746615,762.212712034655,921.5673572960789,1728.6741966616255,720.8117018342958,1219.5865975130212,594.3371040668289,941.4579112048774,1138.7375097493573,1007.5505502843816,1221.6861354560367,125.12078751054194,526.1503878012327,811.9923044554215,1448.845434807333,1267.195964925177,1977.718587907412,1924.1753186727688,1328.7465070553935,1009.1042122404447,652.034384259639,1050.2738700592051,847.3933642624316,808.0033527855117,835.3240018709866,1231.6060553478867,1048.1207858952648,1968.7189537884624,1105.6714340439682,787.2470182067206,1245.1289216358937,1646.7769871237354,840.2570497843708,1514.3490271869753,736.5968351783981,1628.2633586398626,1057.0961753300016,949.9274346840373,853.6000461416027,696.637458884579,1976.575844005061,589.1007675429566,1084.42730594916,774.7901959885937,874.2552499636961,1910.4099495038656,1272.3108539577365,1032.8352358628642,1124.9055642944056,1215.2566578969806,1277.9210313020544,784.6417231146869,1104.676195796696,1325.9084561923903,759.9430715487813,1350.2788575742843,1289.4189350816096,1133.4554844183726,1312.632407219347,368.263677976081,1247.7033506756804,1181.9693665953469,2263.4579316691484,1042.9887217589073,2172.9290396536703,1183.7425825505923,593.3373513705574,1195.054551519297,1419.171247290161,1283.7679477004876,1126.563981509586,1029.1895410851866,1305.325608060789,1246.966056325048,1132.5327935762323,1325.1975753461957
Guadalupe,513.5058356439713,415.1195913039445,261.17320710291494,1623.9799707621514,405.0552856119002,284.13097347415777,804.2583167357888,376.4878184906548,381.2219881643595,343.7583020526128,602.1140331639054,1535.9790545106964,709.2441957936959,347.68995358469215,466.3073810327586,360.7325736698866,103.40484400771113,490.90668891599137,876.5693263588558,1005.0342674429212,1199.9272106238004,566.4346318054809,598.9024955875766,683.1253123778107,402.76397746300944,1306.0831080673133,289.87964768872104,298.2769722791789,463.7832544409873,699.9600980849008,757.303182592318,472.7719522120408,599.7027226385179,340.9000047056999,240.96220237549872,410.8241165646069,343.79566000662714,739.0014989832354,0,653.5508157564485,611.0483519417872,496.5559709165734,543.465528673322,783.0530807420708,397.1775287288083,1227.0694238525753,1635.0593377724122,525.3897747378103,1407.066926401421,270.35552888113784,215.79261470255207,357.0036992169929,50.352812832434864,307.76892591521477,166.81744085568778,380.16445199475385,964.3668724870362,1212.0920805481314,526.4884288379228,1381.6896250746038,367.89136522506925,341.60441386166895,320.1476701347044,1006.0603572127268,578.2680643399868,493.3328835932726,318.94121204802394,530.9146283270898,418.3515854660485,269.0982025105472,482.6937512437777,626.8158479109114,212.85313509008648,158.54594616818034,710.0604561003897,528.9694143228156,1243.985161522193,1194.9461044348504,594.980514588351,349.6653778190351,300.26066838349254,372.6615162618432,109.09387870491616,72.28457057305302,196.01029309362144,492.6358173751038,329.3179312205781,1230.582950461754,366.73370329624174,68.18165549628355,508.2821062884613,913.3993185309564,249.74624575968738,784.3921364741028,327.97384939138163,908.0384427345947,383.46705900491986,211.51590230573657,381.46938653786555,367.72020840458384,1298.8912669280112,150.8894141049997,407.2035438108966,355.9749822155873,338.1560706203028,1174.1958404364316,556.4533557278301,1763.5987844404106,386.67896656300314,480.25348087513544,549.0145931688929,249.02424180758226,367.7078046785365,587.0530422819536,173.57519588502953,611.9922387515873,559.5767329955647,408.0554972135499,573.8274251904611,792.535790916249,529.1233695416465,445.1518580318954,1581.3411913306727,361.077215413509,1495.42159578675,467.6293198360192,289.09606535101653,461.86406461727273,680.5722236849662,546.0514875851843,393.7457960302046,316.9833617056816,566.4950461579331,508.3890871505846,393.54135728290606,587.9649423415707
Guerrero,995.456945954258,282.70651427854267,914.7226173819874,1583.9957711115362,915.1866662093837,937.4425210559108,855.5641823683629,903.5300326580006,755.8511563037921,321.39372997336955,1063.8447829392735,1622.7699152793857,738.7923607053871,842.8187726996142,197.9135253466138,848.8483908310869,756.3407774862624,165.79593919701236,1287.6636253929692,769.5611632701252,1494.5204143244714,971.3138188354068,1048.0994963371509,1044.005114431118,1056.3117425993676,1585.952040942258,844.86553275788,908.7680844059275,763.7684576294224,1081.2991680455618,714.9768118867811,221.85097577380145,966.2400302137492,930.5773322257935,797.2035644816527,946.2223249744727,806.5498894766201,839.986448041926,653.5508157564485,0,1030.7236222006788,919.5578061485611,934.6676823621335,1187.764338548522,885.3179462108513,1391.9631276251268,1584.7861959071006,1054.8551812165883,1409.7701495545753,899.8071189464628,841.9472062842326,793.7548373474067,681.7786516265429,954.4853477938836,788.8688554962059,391.8373163869375,1114.268541581689,1056.853882404586,1044.4354343633877,1417.918201769236,440.2486871951102,973.4474421795704,970.9467411159486,1459.5772070523835,121.5033502874127,1009.5173022066896,877.5072891405972,241.1853436441348,966.3027915449869,788.0766634992494,915.3299128725735,811.2341961910647,628.264825265293,811.3678203662433,1102.6470659753836,921.3209759782973,1475.7629377330331,1401.2007758519371,926.4106437196123,978.6187370906318,365.96570077977685,986.0595657755599,679.2146800854395,696.6674244047564,516.1687617284342,924.8054700628443,901.6071677098712,1511.3112616449796,826.1973888122164,714.8540857307539,970.7775764371801,1331.2824863611568,903.2866345087693,1236.5770615890392,953.3714276523186,1379.1374201506562,998.2953902011641,724.619961056698,321.66274760535447,972.4830620966602,1311.3560999809667,613.5666647972447,1015.545231120873,989.627462770214,991.1822028635784,1434.7019181541755,1087.406473218633,1626.0437352767121,867.6307741107191,962.8121964475488,1044.8248006192168,896.5944515181948,867.4083787790403,979.6710745200722,822.0104294984494,984.8906240212165,1049.7053346923742,945.8675335948742,993.3828066980482,1123.349966682114,1058.7968561414782,923.8476647575006,1586.5731949535013,972.830554304856,1493.5082446242614,1014.4723123046585,408.44551565240806,958.7081096623831,1045.3237045899064,926.3213158337865,782.4765236198584,903.5416778774992,963.073090812709,949.3664063996198,847.7744783813107,951.5998071154247
Huamantla,121.36606889141181,752.8560252485356,578.891911732503,1168.6705094151453,218.93589735826532,568.8366034581682,1415.299681143453,251.9497424281931,281.0003438204837,745.5960401544078,70.49072505423558,1004.1215831433051,1318.9545979294724,263.7327936860192,845.0732462901354,250.47307733083377,573.3578146987603,882.4672775675904,272.20629585020185,1591.2750408103018,594.6126466071697,59.4766653515969,47.929100596636076,102.17186170843573,612.6511258853037,701.4512938401186,335.2762536549221,758.6544920380173,1067.2572755362137,95.79210421524812,1362.8670075393534,952.420754946363,88.64765795724418,344.9159437215534,375.2892316911657,237.74203711865036,918.9981023453108,1349.5094980269323,611.0483519417872,1030.7236222006788,0,120.15960240450183,96.5194534400898,173.86292846880974,215.80384285881155,677.9410528458799,1186.1513006813584,191.83089790114659,946.8121121134602,708.1881954681083,458.31503940790617,266.4250982261109,643.5815099395238,508.18673812307054,475.6996014828905,639.4848343786394,1564.02155441099,1816.8275045579983,170.42267038870227,900.0425728785546,945.9672785427117,730.4119374663924,538.1244068455359,430.72824229046995,1019.9415903341654,174.99969422067537,837.0239588217922,801.1646309129815,250.0437486541741,342.0264232933021,131.0605138753251,1234.8961323644744,823.6790818075996,561.6835680694751,100.08529635862175,109.42140336497762,657.9159096319626,625.1809442730611,141.90390474170965,434.21737299464024,809.7420779261416,387.23412016625196,504.0538361590041,541.5105718322156,574.98465105613,120.65080914981449,325.35525579277277,627.8305891319973,247.19117111972562,563.5772586150822,108.53186929514575,313.02497092797233,581.5142205037355,205.86367442099086,741.5174091436966,348.6437578557622,390.0697704287348,402.7448067732757,716.7678945227364,803.6430734618658,848.4361646568422,761.812322610758,371.1247403193332,731.2305224470764,615.1004890671372,580.5477301189031,196.23390297782254,2373.877760262684,224.60793771411048,143.4247479012904,129.17078197320495,641.4881141113971,245.70605836591912,57.04836741028695,624.6870834270504,74.43432224451554,118.39871195741674,242.02565565315788,39.41224991153394,1353.6765810568668,192.10132147271932,169.69073125558677,1098.177823837744,384.61753860420515,1026.8922413915363,232.02312355812293,837.3104774997907,167.89711292783,96.63641354891283,106.81033337145494,255.73609972787224,350.2693750784567,68.83197281081115,102.68019264922413,219.8661206498953,98.70080892481555
Huasca de Ocampo,99.89563590851365,639.3616146570587,494.6405279457017,1220.9979472950931,132.9468148804497,488.67826595317393,1300.260532555413,163.780916267629,164.4916858381363,628.1952801216644,144.8250724743181,1080.7085053535666,1202.2181528594003,154.19261976374463,730.8550660644809,140.52097878739372,467.45436063517303,768.0361201220405,392.3613238173195,1471.2815855584035,703.7563523866546,69.87955414698806,128.597314161947,188.4805874513732,551.3263544056388,810.166249819586,234.9219407494953,667.851061856358,956.7347393590568,203.52042797383817,1244.7609661760591,833.9289539103657,111.82858024849682,269.2764114962034,267.5112395269019,168.6046253419447,814.4115539739532,1235.5438600925986,496.5559709165734,919.5578061485611,120.15960240450183,0,54.511520355438776,293.582348137489,113.76297145985885,758.5294374294525,1236.6823823889831,190.3115146167782,998.173958854959,617.9619617075,362.6900896128829,146.49057765336917,531.7314135328762,433.5501894578396,371.7580683345601,527.7245104161777,1455.5899430187226,1698.2909003506866,169.57370068651028,957.8905974470164,826.2045879551571,648.755225928914,465.3596780448622,547.8192929864584,903.941138847416,149.2752570969192,740.4682160191262,694.8346168847139,190.2186321475696,229.52345286786905,16.278544895218072,1122.6514466394697,709.3960342324337,462.40131283151004,215.09700288147522,45.090010193568986,755.5076431086991,714.5067455321328,134.2665016129078,368.56535832261693,689.7252972431982,326.4087640257161,388.3364044660965,428.7098982836779,455.0140577612642,12.527114195932533,240.61021818235756,735.1219354256962,129.94472639317954,453.12725038595465,65.7584451116274,433.09929680750673,495.37883998250027,320.62975548055783,656.7425382234296,461.38075824574156,332.60149069145905,286.0760348699854,602.4028606311279,718.448672242756,895.0769767981711,646.7218567615981,320.4833170858395,651.7266815483745,541.9668394196958,681.9836860168264,212.8142090982184,2257.1430745578286,116.37621638256331,86.86783739750638,146.24373708419733,552.7882299014115,141.68641344344027,91.15494195373498,526.6347133210514,119.43580268281276,145.2326718522374,172.7163052086411,80.81278688815318,1255.1263074038204,192.89871383333048,81.52278153443946,1158.6866968191196,320.13908272099076,1081.9262078576628,197.9311698608214,717.1921559458139,106.83584732091273,185.33426821919974,64.91293526766802,138.29434822862908,266.6652251895441,70.99578698990516,33.557026210711626,103.01510006385006,104.58870529127213
Huauchinango,134.42858398174022,657.6229167874541,549.1328655034225,1167.3191954398333,187.03568934549313,543.1760176460041,1345.6286429918641,218.2029511141843,189.819796316477,652.8842977015339,146.39002074605133,1026.3309824475393,1245.9135367396868,206.3567579644262,750.0699044538854,192.7502481335574,518.9085962810431,787.5352475066969,360.8939633538295,1507.798051309782,656.729451802195,37.215998701306866,124.81531189543597,139.73388835596006,604.62455150115,762.7013421678596,288.6016518087188,721.9112287786618,1005.4511809990108,161.561650455927,1286.5466199052814,860.8120210872136,58.12438839585008,323.29010735287284,319.1718420372837,220.98668201213016,865.730101234398,1281.842054329918,543.465528673322,934.6676823621335,96.5194534400898,54.511520355438776,0,260.3321102771237,168.04259632118837,704.508040026774,1183.1739506934287,225.50975687548268,944.48880384858,672.1034757184083,416.5963443885513,187.88333785319176,580.3587613553796,487.81939530730995,424.09547419143274,543.7835354576699,1505.0362142777276,1739.1141905071263,203.45543361736702,903.7170959241641,864.3896232497138,703.2607207229114,519.5517222619683,525.6047622943461,925.8038789430537,190.15028678486382,793.7470350422141,704.6526520268956,241.31977455985046,279.3568984774746,70.78791224734448,1170.2313922612896,755.9775737544202,515.5487578452677,177.23986284725933,15.073855107978668,704.1527977298562,661.5481287268755,83.10691773005433,421.9401826800463,722.465412991457,378.9971359162305,434.604683984758,477.0829181948873,487.9913788491115,64.74121590873844,295.0717581575956,687.1195022424312,177.64317137140807,502.7540838109625,101.95806696781624,403.20634276768044,549.8234164502711,302.1596630607396,711.179243878776,445.0632241064769,384.72743302856134,332.03023213398325,621.9503734971738,772.853042401542,841.7796506512663,692.741546660874,371.3851105410312,706.2357456197865,596.2469607974913,631.8602683016926,242.722142068347,2300.454561183766,169.5679777928363,132.4811820688715,171.78200054188582,607.0808353552359,195.4389548755011,47.45027486199431,579.8938575027382,68.53798351040608,166.8499278741763,225.19287988763406,62.45514658311034,1307.753642359719,227.43615869887878,134.91974502045932,1104.4238871052657,373.18721529262984,1027.981156670686,243.2663501305791,753.2316643123866,155.43927857756552,137.42970198664216,15.050150318636174,166.18787390676263,321.1252613129547,28.55941014396035,70.29455530666893,152.00350983836864,50.07881824792997
Huautla de Jimenez,275.8241294505601,914.4191455283434,728.5660536561586,1093.173851435317,383.26408959301097,715.210354215826,1586.9417603623463,415.20368666144685,450.06501525207796,912.7852734626777,188.82021265881139,893.5540662603718,1491.7640093879083,435.37519200725114,1007.2278849570191,422.426229187585,740.0331274852506,1044.7892089802394,100.75763245644022,1764.8485508194265,436.2521273390079,227.31181755234672,186.17409329030477,147.63797607188695,740.3476834808363,542.4835295854706,501.59587204000525,911.438430864914,1235.7070905159292,107.01940304355139,1536.397131747475,1121.0403891446144,221.6350359002932,495.764398624051,544.8323913052095,392.47057891922844,1082.8816443274986,1520.386434725873,783.0530807420708,1187.764338548522,173.86292846880974,293.582348137489,260.3321102771237,0,386.06728671388623,568.7898037407963,1113.115692439992,309.2204241006762,877.2677491717312,861.0250014990032,619.2063970559882,440.0592455661576,813.9184481002044,651.4660344697814,641.9213208237923,799.5286328225842,1730.0216776823731,1990.50823619852,294.2486096352057,821.5097790138329,1119.738518920117,875.1083795112644,678.8403714172384,275.60449514846215,1184.2576595269873,315.09500346255516,994.3037485236542,952.9474826207546,398.0820791761366,514.0279652640577,304.9151061902204,1404.517456921869,995.2310181968647,723.687036105721,85.15345710222641,275.08390649434125,519.1987229632206,502.44899801965386,263.36302894565506,572.8202952255474,981.8558877087058,524.4462573516695,676.8692710743662,712.7410896398809,747.1128440804085,294.5118379590638,483.0901622735266,472.27993735343614,420.93830454301406,733.3189205966036,275.25837755322976,143.80902976158424,732.7339382291835,97.01386943076166,888.97600187545,215.79855231409155,524.324945931917,576.0980624853503,879.7028698035466,950.7209543843226,789.1060383162112,933.9375974365388,500.98084008740585,873.8733203307813,754.0450043870237,436.8310335089487,295.3132771238453,2546.5280131261593,396.4645987802167,305.99920518130915,256.2143423025476,793.885498365509,415.7713455541087,212.99956287249017,785.0522548479686,203.12166245958082,243.40999893816164,396.429142676932,212.8716864424834,1510.5481627155837,307.4133586347696,338.42038035087745,1011.26152557892,524.9307684765142,949.803956706678,365.4229760311039,1010.6275054075667,327.7325155561299,145.0459569393711,265.5600206370252,425.91100670468944,506.188141208128,232.18846884974374,275.843045290313,393.6162195966993,236.3146280658033
Huichapan,120.61096238180016,602.6302359087995,381.40098039476686,1330.6004485249034,37.22164249785525,376.2792713849264,1200.8745339358054,55.61318426330476,153.61996797454796,577.5466322685215,206.81580788157117,1194.3724646809035,1106.2945655016838,50.573075727809936,690.3120439580424,39.40980035054028,358.0802442296971,726.2998729350694,479.5927346609671,1389.1876080836614,809.8171860581389,179.39335940116635,201.9199907635584,299.42277542324035,445.3958649328362,916.5849328519952,121.89527156779299,554.1203325508029,851.4558091862885,308.58793761795545,1152.5614765431646,775.3792401372572,225.58780310799023,162.0200020317644,159.48894072393693,81.05095887212909,704.5140415427501,1134.4581725548962,397.1775287288083,885.3179462108513,215.80384285881155,113.76297145985885,168.04259632118837,386.06728671388623,0,872.277893856561,1345.774892221714,170.22049130331757,1107.8983526649565,504.2051270878411,249.1157226654495,95.5246275752451,428.1279982575087,323.2287550251489,260.95743161767416,498.8466350277194,1348.4597525042125,1607.2056198919881,159.14561205206704,1069.1880120598732,743.2594942057256,535.6362567177979,355.425614351881,617.3313757592448,855.4605720551416,124.24248557887283,627.4943395186181,675.1384785930119,107.01537562055842,128.76936508005403,97.56766121127036,1019.2758937471543,609.1669904030008,349.8075850499897,315.8031186583825,156.88178910118543,866.9358079562695,827.587842346696,243.4515818313176,263.59466804873387,620.1023116802864,225.99147062801413,292.250946584665,326.6738033160636,389.97864179090203,105.33202765404276,129.5609905587941,842.4118667020151,60.80043889547392,347.87694715648774,111.12021963436614,517.1043811765536,381.88127122220425,391.38957486515767,543.2082062784532,523.086941131406,234.19545037704376,194.46364915225718,563.7104311075221,604.8359011682604,1003.7875144864743,548.0576292501098,227.85824105361695,538.9878556475895,431.3206909247419,792.0501553221242,202.36160020661586,2160.776255910692,17.974625782049497,85.92135195238718,164.83626832677035,439.0490985735056,29.902295902232492,202.35179525863865,413.80075370176854,232.44557596075046,172.61511767569812,83.60678184729417,180.7704108102013,1142.8994698336094,174.09951206029004,48.15583211337892,1270.2654755562369,217.58458725142216,1192.408165018962,141.0482766654187,639.9118915925507,74.57302662946489,295.72216197168507,176.8775718636031,131.6656951733337,155.41196330329637,183.22718879087935,114.67321896382039,49.15416345894257,218.0406969335952
Isla Aguada,799.195588617778,1178.1031988231623,1251.6271715186654,544.2840712586759,887.1426821421597,1243.7195732858984,2005.839452069416,919.7388517648557,845.8630715456137,1214.833516308031,730.458514541594,326.8409271137689,1896.6683561661166,909.8243635481217,1262.8373739107485,896.3841312645059,1218.5925211318645,1297.2035752009733,548.5472579073491,2100.558379781141,281.51693103770253,695.5239701692248,716.5642802806622,578.7355917582818,1290.197749070509,290.8382509940228,993.0750145675329,1426.3767769790588,1689.489947681817,584.6607253882516,1923.6083733409982,1414.4242376753607,646.7029087233668,1020.157168739742,1020.9646870371992,913.1940731356808,1562.8990034830438,1948.8357320857372,1227.0694238525753,1391.9631276251268,677.9410528458799,758.5294374294525,704.508040026774,568.7898037407963,872.277893856561,0,567.0600426177898,861.1761150561259,352.3721527038884,1376.4811608050022,1121.1043816095857,876.2243591010125,1269.75097038508,1184.812079937351,1126.5116390470525,1072.0459037524727,2189.5605929962944,2360.848414444109,842.1019148058726,283.4027970371431,1491.485147617956,1405.0100215331454,1215.306258495806,639.3463404371862,1436.8886605466885,852.2572149442209,1497.427051696759,1157.3043197979664,927.4798984528269,978.2681898870223,774.7102597995997,1846.2741236895288,1433.0114020195506,1219.2640205171713,590.146809736043,716.6277618868107,151.13123528406953,86.09135126933889,637.2067599337198,1112.0591503422897,1325.639531544702,1065.17508989408,1119.337192405733,1167.6610642701187,1115.0538364877964,767.2370402747914,996.2854425810906,257.9940216061414,876.366826319718,1196.9987032060744,781.5666267769354,555.2302331429631,1253.0147120590377,648.857781934304,1414.2832429902924,676.7293735784611,1067.8855273447311,1020.0352675021352,1156.681200785486,1476.2122135147256,305.65635826145825,1368.5816808832212,1048.2232161104637,1406.8472946735687,1292.405407457261,200.36563855737452,854.6846671881356,2935.619502612189,873.9508456668061,817.6614696637607,800.4085766181428,1311.1169171957056,899.9464110918692,672.0342997717361,1283.7219379635828,640.5520288544546,787.9476951028723,917.532125803737,701.7018898741733,2008.995388407991,860.359447624753,834.4825327280178,450.7803667296753,1062.4235533675721,404.5349578235468,908.6646798447907,1373.6024281304117,842.7888615796895,583.5187652633398,697.0434863169256,834.1442245135466,1022.1015585952111,689.9210291315845,762.7204227255365,853.2554338770287,654.8704679968637
Isla Mujeres,1301.5953254403535,1453.5580168236793,1723.0607470034024,25.821572160455275,1369.5329555068454,1720.6172137636886,2340.9228674122382,1399.3900094523842,1272.114383917586,1514.777401780805,1249.0411301436184,332.7108233125603,2223.653158388314,1371.9055236116646,1518.2840581505989,1359.791452442428,1654.3734336240389,1544.879706104021,1108.6551488826665,2349.8389743307016,829.9797302154531,1186.213046330705,1230.9257786983028,1084.1769888635715,1787.7928525138216,794.3980505837866,1457.2721629733792,1881.9872638176228,2073.963038452579,1102.798470568711,2232.226480172779,1681.0235893730978,1130.7546581174574,1505.784372425542,1472.038545835772,1403.9496005789142,1978.6513325678407,2295.983438850703,1635.0593377724122,1584.7861959071006,1186.1513006813584,1236.6823823889831,1183.1739506934287,1113.115692439992,1345.774892221714,567.0600426177898,0,1377.7103629332587,239.36968984445693,1834.8368456994451,1582.4251487169206,1320.3413349328328,1683.3881637393215,1668.9880834635728,1574.1718076006396,1373.1465162350103,2558.821208257625,2631.7387597597954,1356.5399737958041,291.84341265195366,1816.5864316703478,1876.5861271077456,1701.125350298111,1206.0901159966168,1665.899782118621,1358.5906557145556,1938.3622901177305,1388.7254744588001,1423.1074790429561,1425.97628215083,1252.6195818726908,2211.3134717569023,1819.0912810502464,1668.7597075490135,1114.740486288905,1191.6507589075068,688.917035031993,650.9850157214821,1102.972098233907,1605.1095645302541,1644.3415465297815,1561.8057509913897,1536.6668318454588,1589.419178219112,1479.1817232193036,1247.7441268929442,1475.301423392741,796.9360017391404,1331.5653172712691,1622.838385978846,1276.7765893543444,1119.3542614711646,1721.8303269773237,1201.3671720058258,1880.7534695301565,1242.3188305343228,1566.9912790289266,1449.4893257644856,1446.1456169736775,1940.5086173758161,342.0732735681103,1756.9798457147836,1551.6882522394762,1881.6046124712934,1777.0720127498168,760.3268238620153,1378.0844965530798,3206.618054498149,1342.1880245422021,1311.6962763143824,1315.0354573863747,1774.2449969069362,1369.0465152402235,1163.6238237785171,1731.754124998135,1130.945317854446,1303.6769218420816,1408.1936913018524,1199.9308487756145,2426.1956988456755,1377.7478768774024,1317.9985352760248,136.93944456999859,1556.3131555232267,164.03313256487328,1415.6942487729916,1702.6728939886457,1336.2243760677054,1089.8817183956714,1171.7702410745292,1269.5985843610476,1501.1867566972664,1177.328558795554,1250.7562977450539,1314.114191619935,1134.2170637098736
Ixtapan de la Sal,91.62348051119301,772.272467876284,423.5296050092769,1360.0548234405117,139.94170963235618,408.39626400918667,1314.2787450804176,157.02828728308447,316.6658343833216,744.3652964326875,130.85367314358737,1188.016097911507,1227.6854139555035,212.56894158449379,859.1722542820776,206.01136704199578,460.49617410037604,894.8323443941039,381.9981266207489,1529.870556067981,744.6756392621195,205.38636058140523,147.00326971505436,293.5479718527113,432.3350143006305,850.3412618960012,237.32755423253263,607.092651649706,952.8719694917968,277.9501675649433,1280.2749401540327,937.9591730443216,261.00756079826476,197.99876866787847,288.86388216656854,116.68462475142579,790.565280356777,1244.352266311224,525.3897747378103,1054.8551812165883,191.83089790114659,190.3115146167782,225.50975687548268,309.2204241006762,170.22049130331757,861.1761150561259,1377.7103629332587,0,1138.4126293922643,557.0745737142233,330.5850305004361,264.8034079519339,545.4821753378117,343.80938348583356,365.2322149503529,669.0671191479354,1438.3562610045662,1734.4335350666424,22.37490843845116,1090.8576748199582,887.4139395197225,566.8865438419365,370.2395090418174,484.55958164920486,1021.8113168138094,47.08050695833853,693.3793745325939,845.1475698090755,107.19307174634942,277.8706990519248,181.92146007877446,1124.226425132099,728.5906902884485,433.53091826129645,271.03172262080415,225.77295433622095,826.3290914922919,802.6120502464762,305.5145472148206,264.27434318534387,777.4542869154536,215.93228303079354,431.7385708867929,453.18826825302807,553.1360049949559,178.36239947276775,197.68251881760682,781.2097484740896,230.64422288212506,465.12210907364624,125.6752230231678,410.8568048391756,428.76374530913785,274.8429651881478,581.6943010493831,384.7431346658158,215.25180911891832,346.74180185929123,733.192674938788,643.0778478209772,1040.2664295872125,672.3560180772528,191.78711910222273,565.1490907461812,444.9607596483891,745.0210501948019,32.99753485291197,2276.6236653546516,188.1437863031915,107.92724890131872,62.692426921903184,490.177298971959,187.77165384570037,224.18996632299778,490.624527713255,254.86153323695763,74.18607385383432,118.7499062688325,184.6831096012499,1207.1875932293044,3.991678382118947,139.2068646483179,1288.1752547414824,217.48293220314207,1218.021681641384,60.86707957051291,791.0322797305511,100.80258640234467,287.82957759033525,240.4393781783164,291.55996648126484,215.20378810556798,217.1480701209016,159.40628496063604,212.9194005971019,263.36282826448644
